accession_number,report_date,url,issuer,class,cusip,value,shares,share_type,discretion,voting_sole,voting_shared,voting_none
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NLIGHT INC,COM,65487K100,2813384,263179,SH,SOLE,263179,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NMI HLDGS INC,COM,629209305,17971197,436300,SH,SOLE,436300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NN INC,COM,629337106,1316640,337600,SH,SOLE,337600,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NORFOLK SOUTHN CORP,COM,655844108,113937250,458500,SH,SOLE,458500,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NORTHERN TR CORP,COM,665859104,637873084,7085117,SH,SOLE,6818557,0,266560
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NORWEGIAN CRUISE LINE HLDG L,SHS,G66721104,45209577,2204270,SH,SOLE,2168870,0,35400
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NOVARTIS AG,SPONSORED ADR,66987V109,1381166486,12008055,SH,SOLE,11850965,0,157090
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NURIX THERAPEUTICS INC,COM,67080M103,6516300,290000,SH,SOLE,290000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NUTANIX INC,CL A,67059N108,239650430,4044733,SH,SOLE,3851333,0,193400
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NVENT ELECTRIC PLC,SHS,G6700G107,60353340,859000,SH,SOLE,859000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,NVIDIA CORPORATION,COM,67066G104,2607107923,21468280,SH,SOLE,21144560,0,323720
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,OKTA INC,CL A,679295105,99713431,1341316,SH,SOLE,1168216,0,173100
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,OLD DOMINION FREIGHT LINE IN,COM,679580100,9395672,47300,SH,SOLE,47300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,OLLIES BARGAIN OUTLET HLDGS,COM,681116109,46957320,483100,SH,SOLE,483100,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ONESTREAM INC,CL A,68278B107,9017400,266000,SH,SOLE,266000,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ORACLE CORP,COM,68389X105,2152756920,12633550,SH,SOLE,12292650,0,340900
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ORASURE TECHNOLOGIES INC,COM,68554V108,3023801,708150,SH,SOLE,708150,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,OSI SYSTEMS INC,COM,671044105,44713935,294500,SH,SOLE,294500,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,OTIS WORLDWIDE CORP,COM,68902V107,188534791,1813880,SH,SOLE,1779231,0,34650
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PALO ALTO NETWORKS INC,COM,697435105,175134902,512390,SH,SOLE,504140,0,8250
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PAYPAL HLDGS INC,COM,70450Y103,469414123,6015816,SH,SOLE,5870316,0,145500
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PENUMBRA INC,COM,70975L107,7632497,39280,SH,SOLE,39280,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PERFORMANCE FOOD GROUP CO,COM,71377A103,164446126,2098330,SH,SOLE,2003200,0,95130
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PERIMETER SOLUTIONS SA,COMMON STOCK,L7579L106,24824544,1845691,SH,SOLE,1845691,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PHILIP MORRIS INTL INC,COM,718172109,7745320,63800,SH,SOLE,63800,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PINTEREST INC,CL A,72352L106,130687402,4037300,SH,SOLE,4037300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PROGRESSIVE CORP,COM,743315103,360613260,1421080,SH,SOLE,1421080,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PROS HOLDINGS INC,COM,74346Y103,4722230,254980,SH,SOLE,254980,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PROTHENA CORP PLC,SHS,G72800108,593915,35500,SH,SOLE,35500,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,PULMONX CORP,COM,745848101,47054131,5676011,SH,SOLE,5270811,0,405200
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,QUALCOMM INC,COM,747525103,830805299,4885653,SH,SOLE,4782353,0,103300
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,RAMBUS INC DEL,COM,750917106,3989790,94500,SH,SOLE,28900,0,65600
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,RAPID7 INC,COM,753422104,3822659,95830,SH,SOLE,95830,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,RAYMOND JAMES FINL INC,COM,754730109,1466631413,11976412,SH,SOLE,11600202,0,376210
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,REPLIGEN CORP,COM,759916109,8144771,54729,SH,SOLE,54729,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,RESTAURANT BRANDS INTL INC,COM,76131D103,8603916,119300,SH,SOLE,119300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,REVVITY INC,COM,714046109,119229717,933305,SH,SOLE,880005,0,53300
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,RHYTHM PHARMACEUTICALS INC,COM,76243J105,378093967,7216911,SH,SOLE,7216911,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,RINGCENTRAL INC,CL A,76680R206,1976875,62500,SH,SOLE,62500,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,RIVIAN AUTOMOTIVE INC,COM CL A,76954A103,3210939,286180,SH,SOLE,286180,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ROBLOX CORP,CL A,771049103,2226278,50300,SH,SOLE,50300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ROCKWELL AUTOMATION INC,COM,773903109,69847921,260180,SH,SOLE,254600,0,5580
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ROSS STORES INC,COM,778296103,1585768394,10535967,SH,SOLE,10295377,0,240590
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ROYAL CARIBBEAN GROUP,COM,V7780T103,847983523,4781143,SH,SOLE,4721343,0,59800
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,RTX CORPORATION,COM,75513E101,46759521,385932,SH,SOLE,385932,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,RXO INC,COMMON STOCK,74982T103,20221600,722200,SH,SOLE,722200,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,RYANAIR HOLDINGS PLC,SPONSORED ADR,783513203,48263535,1068250,SH,SOLE,1068250,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SAIA INC,COM,78709Y105,30870556,70600,SH,SOLE,70600,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SALESFORCE INC,COM,79466L302,139345761,509100,SH,SOLE,509100,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SANOFI,SPONSORED ADR,80105N105,64314965,1115998,SH,SOLE,1107470,0,8528
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SAVERS VALUE VLG INC,COM,80517M109,651188,61900,SH,SOLE,61900,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SCHLUMBERGER LTD,COM STK,806857108,41836735,997300,SH,SOLE,997300,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SCHWAB CHARLES CORP,COM,808513105,67165845,1036350,SH,SOLE,1012226,0,24124
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,G7997R103,65873532,601420,SH,SOLE,535640,0,65780
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SHUTTERSTOCK INC,COM,825690100,3529926,99800,SH,SOLE,99800,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SNAP INC,CL A,83304A106,1324125,123750,SH,SOLE,123750,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SONY GROUP CORP,SPONSORED ADR,835699307,2054133035,21270923,SH,SOLE,20794823,0,476100
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SOUTHWEST AIRLS CO,COM,844741108,1471708027,49669524,SH,SOLE,48276439,0,1393085
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SOUTHWESTERN ENERGY CO,COM,845467109,52839956,7431779,SH,SOLE,7199180,0,232600
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SPHERE ENTERTAINMENT CO,CL A,55826T102,18949597,428918,SH,SOLE,428918,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,STANDARD BIOTOOLS INC,COM,34385P108,5716897,2962123,SH,SOLE,2962123,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,STRATASYS LTD,SHS,M85548101,21492976,2586399,SH,SOLE,2586399,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,STRYKER CORPORATION,COM,863667101,161663850,447500,SH,SOLE,447500,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SUN CTRY AIRLS HLDGS INC,COM,866683105,1623376,144815,SH,SOLE,144815,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,SYSCO CORP,COM,871829107,374410028,4796439,SH,SOLE,4635869,0,160570
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TAPESTRY INC,COM,876030107,31739923,675605,SH,SOLE,503195,0,172410
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TECHNIPFMC PLC,COM,G87110105,49551093,1889100,SH,SOLE,1889100,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TELEFONAKTIEBOLAGET LM ERICS,ADR B SEK 10,294821608,362187552,47781999,SH,SOLE,46281699,0,1500300
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TERADYNE INC,COM,880770102,263284283,1965835,SH,SOLE,1879980,0,85855
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TESLA INC,COM,88160R101,2281069558,8718685,SH,SOLE,8601705,0,116980
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TEXAS INSTRS INC,COM,882508104,3078669704,14903760,SH,SOLE,14606659,0,297101
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TEXTRON INC,COM,883203101,467733847,5280355,SH,SOLE,5222390,0,57965
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,THE TRADE DESK INC,COM CL A,88339J105,37324860,340400,SH,SOLE,340400,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,THERMO FISHER SCIENTIFIC INC,COM,883556102,1592741667,2574877,SH,SOLE,2524097,0,50780
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TJX COS INC NEW,COM,872540109,1446525639,12306667,SH,SOLE,12106075,0,200592
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,T-MOBILE US INC,COM,872590104,143306496,694449,SH,SOLE,694449,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TRADEWEB MKTS INC,CL A,892672106,197395870,1596150,SH,SOLE,1553450,0,42700
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TRANSDIGM GROUP INC,COM,893641100,732394554,513194,SH,SOLE,513194,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TRANSOCEAN LTD,REGISTERED SHS,H8817H100,239454220,56342169,SH,SOLE,53319973,0,3022196
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TRIMBLE INC,COM,896239100,281184873,4528666,SH,SOLE,4308866,0,219800
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TRONOX HOLDINGS PLC,SHS,G9087Q102,18970721,1296700,SH,SOLE,1296700,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,TYSON FOODS INC,CL A,902494103,25831172,433700,SH,SOLE,433700,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,UBER TECHNOLOGIES INC,COM,90353T100,99940252,1329700,SH,SOLE,1264200,0,65500
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ULTA BEAUTY INC,COM,90384S303,25837568,66400,SH,SOLE,66400,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,UNION PAC CORP,COM,907818108,395602865,1605010,SH,SOLE,1603810,0,1200
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,UNITED AIRLS HLDGS INC,COM,910047109,1344961372,23571002,SH,SOLE,23055192,0,515810
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,UNITED PARCEL SERVICE INC,CL B,911312106,389620863,2857715,SH,SOLE,2793099,0,64616
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,UNITEDHEALTH GROUP INC,COM,91324P102,68094172,116464,SH,SOLE,116464,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,UNITY SOFTWARE INC,COM,91332U101,18367304,811994,SH,SOLE,811994,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,UNIVERSAL DISPLAY CORP,COM,91347P105,388185282,1849382,SH,SOLE,1820582,0,28800
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,US FOODS HLDG CORP,COM,912008109,17675592,287408,SH,SOLE,267308,0,20100
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,VALERO ENERGY CORP,COM,91913Y100,18886649,139870,SH,SOLE,117860,0,22010
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,VICTORIAS SECRET AND CO,COMMON STOCK,926400102,45530530,1771616,SH,SOLE,1727987,0,43629
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,VISA INC,COM CL A,92826C839,1104493397,4017070,SH,SOLE,3842969,0,174100
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,VSE CORP,COM,918284100,11015663,133152,SH,SOLE,126462,0,6690
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,WATERS CORP,COM,941848103,35434409,98459,SH,SOLE,98459,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,WAVE LIFE SCIENCES LTD,SHS,Y95308105,21161740,2580700,SH,SOLE,2580700,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,WELLS FARGO CO NEW,COM,949746101,1808581806,32015964,SH,SOLE,31059158,0,956805
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,WESTERN DIGITAL CORP.,COM,958102105,79314398,1161435,SH,SOLE,1143245,0,18190
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,WEX INC,COM,96208T104,61155170,291590,SH,SOLE,291590,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,WHIRLPOOL CORP,COM,963320106,517483030,4836290,SH,SOLE,4672400,0,163890
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,WILLSCOT HLDGS CORP,COM CL A,971378104,33031600,878500,SH,SOLE,878500,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,WOLFSPEED INC,COM,977852102,61587046,6349180,SH,SOLE,5930760,0,418420
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,XENCOR INC,COM,98401F105,183748991,9137195,SH,SOLE,9137195,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,XOMETRY INC,CLASS A COM,98423F109,127088289,6918252,SH,SOLE,6307386,0,610865
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,XPENG INC,ADS,98422D105,194308087,15953045,SH,SOLE,14651105,0,1301940
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,XPO INC,COM,983793100,59248761,551100,SH,SOLE,551100,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ZENTALIS PHARMACEUTICALS INC,COM,98943L107,5512751,1498030,SH,SOLE,1446030,0,52000
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ZIMMER BIOMET HOLDINGS INC,COM,98956P102,536660476,4971380,SH,SOLE,4769730,0,201650
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ZIMVIE INC,COM,98888T107,553228,34860,SH,SOLE,34860,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ZOOM VIDEO COMMUNICATIONS IN,CL A,98980L101,89905321,1289150,SH,SOLE,1289150,0,0
0001085146-24-005460,,https://www.sec.gov/Archives/edgar/data/763212/000108514624005460/infotable.xml,ZOOMINFO TECHNOLOGIES INC,COMMON STOCK,98980F104,26475340,2565440,SH,SOLE,2565440,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,10X GENOMICS INC,CL A COM,88025U109,3633260,186800,SH,SOLE,186800,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,908 DEVICES INC,COM,65443P102,127874,24830,SH,SOLE,24830,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ABBOTT LABS,COM,002824100,96732521,930926,SH,SOLE,883626,0,47300
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ACCURAY INC,COM,004397105,317954,174700,SH,SOLE,174700,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ADAPTIVE BIOTECHNOLOGIES COR,COM,00650F109,529208,146190,SH,SOLE,146190,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ADOBE INC,COM,00724F101,3186416889,5735711,SH,SOLE,5619127,0,116584
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AECOM,COM,00766T100,1147751412,13021913,SH,SOLE,12580913,0,441000
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AGILENT TECHNOLOGIES INC,COM,00846U101,253630299,1956571,SH,SOLE,1834801,0,121770
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALASKA AIR GROUP INC,COM,011659109,156046899,3862547,SH,SOLE,3862547,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALBEMARLE CORP,COM,012653101,364222918,3813054,SH,SOLE,3685454,0,127600
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALCON AG,ORD SHS,H01301128,70502188,791448,SH,SOLE,771248,0,20200
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,1574711064,21870987,SH,SOLE,21205137,0,665850
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALKERMES PLC,SHS,G01767105,81597660,3385795,SH,SOLE,3283435,0,102360
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALLEGIANT TRAVEL CO,COM,01748X102,2066964,41150,SH,SOLE,41150,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALLOGENE THERAPEUTICS INC,COM,019770106,13211627,5670226,SH,SOLE,5670226,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALPHABET INC,CAP STK CL A,02079K305,3443225166,18903240,SH,SOLE,18266440,0,636800
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALPHABET INC,CAP STK CL C,02079K107,2297874755,12527940,SH,SOLE,12123120,0,404820
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALTAIR ENGR INC,COM CL A,021369103,33779046,344403,SH,SOLE,344403,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALTICE USA INC,CL A,02156K103,9936432,4870800,SH,SOLE,4870800,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ALTRIA GROUP INC,COM,02209S103,44069625,967500,SH,SOLE,967500,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AMAZON COM INC,COM,023135106,842618312,4360250,SH,SOLE,4299350,0,60900
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AMBARELLA INC,SHS,G037AX101,1623895,30100,SH,SOLE,30100,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AMERICAN AIRLS GROUP INC,COM,02376R102,644465763,56881356,SH,SOLE,55071801,0,1809555
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AMERICAN HOMES 4 RENT,CL A,02665T306,12388401,333380,SH,SOLE,313380,0,20000
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AMETEK INC,COM,031100100,58748604,352400,SH,SOLE,352400,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AMGEN INC,COM,031162100,4514004831,14447127,SH,SOLE,14185412,0,261715
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AMICUS THERAPEUTICS INC,COM,03152W109,10440800,1052500,SH,SOLE,1052500,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ANALOG DEVICES INC,COM,032654105,822263281,3602310,SH,SOLE,3522670,0,79640
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,APPLE INC,COM,037833100,474063496,2250800,SH,SOLE,2250800,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,APPLIED MATLS INC,COM,038222105,673794636,2855183,SH,SOLE,2759828,0,95355
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ARISTA NETWORKS INC,COM,040413106,1472016,4200,SH,SOLE,4200,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ARLO TECHNOLOGIES INC,COM,04206A101,65324284,5009531,SH,SOLE,4572061,0,437470
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ARM HOLDINGS PLC,SPONSORED ADS,042068205,97286816,594590,SH,SOLE,594590,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ARRAY TECHNOLOGIES INC,COM SHS,04271T100,9261702,902700,SH,SOLE,902700,0,0
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ASML HOLDING N V,N Y REGISTRY SHS,N07059210,585522130,572509,SH,SOLE,555113,0,17396
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,ASTRAZENECA PLC,SPONSORED ADR,046353108,3322158358,42597235,SH,SOLE,41322135,0,1275100
0001085146-24-003696,,https://www.sec.gov/Archives/edgar/data/763212/000108514624003696/infotable.xml,AURORA INNOVATION INC,CLASS A COM,051774107,28303029,10217700,SH,SOLE,10217700,0,0
